0, 0, 0, 0, 0, 0, 125
0, 0, 0, 0, 0, 0, 225
0, 0, 0, 0, 0, 0, 325
0, 0, 0, 0, 0, 0, 424
0, 0, 0, 0, 0, 0, 524
0, 0, 0, 0, 0, 0, 624
0, 0, 0, 0, 0, 0, 723
0, 0, 0, 0, 0, 0, 824
0, 0, 0, 0, 0, 0, 924
0, 0, 0, 0, 0, 0, 1024
0, 0, 0, 0, 0, 0, 1124
0, 0, 0, 0, 0, 0, 1224
0, 0, 0, 0, 0, 0, 1324
0, 0, 0, 0, 0, 0, 1424
0, 0, 0, 0, 0, 0, 1524
0, 0, 0, 0, 0, 0, 1624
0, 0, 0, 0, 0, 0, 1724
0, 0, 0, 0, 0, 0, 1824
0, 0, 0, 0, 0, 0, 1924
0, 0, 0, 0, 0, 0, 2024
0, 0, 0, 0, 0, 0, 2124
0, 0, 0, 0, 0, 0, 2224
0, 0, 0, 0, 0, 0, 2323
0, 0, 0, 0, 0, 0, 2423
0, 0, 0, 0, 0, 0, 2523
0, 0, 0, 0, 0, 0, 2623
0, 0, 0, 0, 0, 0, 2723
0, 0, 0, 0, 0, 0, 2823
0, 0, 0, 0, 0, 0, 2923
0, 0, 0, 0, 0, 0, 3023
0, 0, 0, 0, 0, 0, 3123
0, 0, 0, 0, 0, 0, 3223
0, 0, 0, 0, 0, 0, 3323
0, 0, 0, 0, 0, 0, 3423
0, 0, 0, 0, 0, 0, 3523
0, 0, 0, 0, 0, 0, 3622
0, 0, 0, 0, 0, 0, 3723
0, 0, 0, 0, 0, 0, 3823
0, 0, 0, 0, 0, 0, 3922
0, 0, 0, 0, 0, 0, 4023
0, 0, 0, 0, 0, 0, 4123
0, 0, 0, 0, 0, 0, 4221
0, 0, 0, 0, 0, 0, 4322
0, 0, 0, 0, 0, 0, 4422
0, 0, 0, 0, 0, 0, 4521
0, 0, 0, 0, 0, 0, 4622
0, 0, 0, 0, 0, 0, 4722
0, 0, 0, 0, 0, 0, 4822
0, 0, 0, 0, 0, 0, 4922
0, 0, 0, 0, 0, 0, 5022
0, 0, 0, 0, 0, 0, 5122
0, 0, 0, 0, 0, 0, 5222
0, 0, 0, 0, 0, 0, 5322
0, 0, 0, 0, 0, 0, 5422
0, 0, 0, 0, 0, 0, 5520
0, 0, 0, 0, 0, 0, 5620
0, 0, 0, 0, 0, 0, 5722
0, 0, 0, 0, 0, 0, 5822
0, 0, 0, 0, 0, 0, 5922
0, 0, 0, 0, 0, 0, 6021
0, 0, 0, 0, 0, 0, 6121
0, 0, 0, 0, 0, 0, 6221
0, 0, 0, 0, 0, 0, 6321
0, 0, 0, 0, 0, 0, 6420
0, 0, 0, 0, 0, 0, 6520
0, 0, 0, 0, 0, 0, 6620
0, 0, 0, 0, 0, 0, 6721
0, 0, 0, 0, 0, 0, 6820
0, 0, 0, 0, 0, 0, 6921
0, 0, 0, 0, 0, 0, 7021
0, 0, 0, 0, 0, 0, 7120
0, 0, 0, 0, 0, 0, 7221
0, 0, 0, 0, 0, 0, 7321
0, 0, 0, 0, 0, 0, 7420
0, 0, 0, 0, 0, 0, 7521
0, 0, 0, 0, 0, 0, 7621
0, 0, 0, 0, 0, 0, 7720
0, 0, 0, 0, 0, 0, 7820
0, 0, 0, 0, 0, 0, 7920
0, 0, 0, 0, 0, 0, 8019
0, 0, 0, 0, 0, 0, 8120
0, 0, 0, 0, 0, 0, 8220
0, 0, 0, 0, 0, 0, 8320
0, 0, 0, 0, 0, 0, 8420
0, 0, 0, 0, 0, 0, 8520
0, 0, 0, 0, 0, 0, 8620
0, 0, 0, 0, 0, 0, 8720
0, 0, 0, 0, 0, 0, 8820
0, 0, 0, 0, 0, 0, 8920
0, 0, 0, 0, 0, 0, 9020
0, 0, 0, 0, 0, 0, 9120
0, 0, 0, 0, 0, 0, 9220
0, 0, 0, 0, 0, 0, 9320
0, 0, 0, 0, 0, 0, 9420
0, 0, 0, 0, 0, 0, 9520
0, 0, 0, 0, 0, 0, 9619
0, 0, 0, 0, 0, 0, 9719
0, 0, 0, 0, 0, 0, 9818
0, 0, 0, 0, 0, 0, 9918
0, 0, 0, 0, 0, 0, 10017
0, 0, 0, 0, 0, 0, 10118
0, 0, 0, 0, 0, 0, 10218
0, 0, 0, 0, 0, 0, 10317
0, 0, 0, 0, 0, 0, 10419
0, 0, 0, 0, 0, 0, 10517
0, 0, 0, 0, 0, 0, 10618
0, 0, 0, 0, 0, 0, 10717
0, 0, 0, 0, 0, 0, 10817
0, 0, 0, 0, 0, 0, 10916
0, 0, 0, 0, 0, 0, 11019
0, 0, 0, 0, 0, 0, 11117
0, 0, 0, 0, 0, 0, 11216
0, 0, 0, 0, 0, 0, 11319
0, 0, 0, 0, 0, 0, 11418
0, 0, 0, 0, 0, 0, 11517
0, 0, 0, 0, 0, 0, 11617
0, 0, 0, 0, 0, 0, 11717
0, 0, 0, 0, 0, 0, 11816
0, 0, 0, 0, 0, 0, 11917
0, 0, 0, 0, 0, 0, 12017
0, 0, 0, 0, 0, 0, 12116
0, 0, 0, 0, 0, 0, 12217
0, 0, 0, 0, 0, 0, 12316
0, 0, 0, 0, 0, 0, 12416
0, 0, 0, 0, 0, 0, 12516
0, 0, 0, 0, 0, 0, 12616
0, 0, 0, 0, 0, 0, 12716
0, 0, 0, 0, 0, 0, 12816
1176, 2316, -14584, -298, 244, 150, 21707
1112, 2356, -14432, -309, 306, 148, 21807
1088, 2372, -14312, -374, 308, 174, 21907
1176, 2312, -13976, -565, 370, 152, 22007
1276, 2316, -14404, -323, 326, 169, 22107
1084, 2448, -14456, -282, 289, 163, 22207
1160, 2412, -14480, -269, 286, 139, 22307
1300, 2468, -14384, -288, 268, 151, 22407
1280, 2360, -14152, -319, 259, 172, 22507
1264, 2380, -14436, -277, 294, 144, 22606
1364, 2348, -14492, -386, 326, 190, 22706
668, 2392, -14444, -598, -153, 3626, 22806
1344, 1636, -15000, -778, -480, 5658, 22906
2068, 1780, -14784, -581, -582, 5434, 23006
1740, 4880, -14968, -351, 157, 1626, 23106
1744, 1628, -13652, -535, -131, 2206, 23206
